case_id,activity,timestamp,agent
SME-0083,Step0,2024-11-04T00:00:00+00:00,E7
SME-0083,Step1,2024-11-04T04:35:04.982961844+00:00,E11
SME-0083,Step2,2024-11-04T13:39:43.376912780+00:00,E6
SME-0083,Step3,2024-11-04T18:12:32.822912281+00:00,E2
SME-0083,Step4,2024-11-04T20:54:43.360556035+00:00,E11
SME-0083,Step5,2024-11-05T08:01:23.284129855+00:00,E3
SME-0084,Step0,2024-04-02T00:00:00+00:00,E10
SME-0084,Step1,2024-04-02T11:02:16.817935164+00:00,E2
SME-0084,Step2,2024-04-02T14:12:12.597279680+00:00,E3
SME-0085,Step0,2024-07-07T00:00:00+00:00,E8
SME-0085,Step1,2024-07-07T09:05:54.859111519+00:00,E5
SME-0085,Step2,2024-07-07T12:22:33.193753211+00:00,E3
SME-0086,Step0,2024-12-04T00:00:00+00:00,E1
SME-0086,Step1,2024-12-04T02:46:23.829557423+00:00,E2
SME-0086,Step2,2024-12-04T03:54:15.455195727+00:00,E6
SME-0087,Step0,2024-11-07T00:00:00+00:00,E3
SME-0087,Step1,2024-11-07T05:07:55.436097928+00:00,E4
SME-0087,Step2,2024-11-07T10:00:07.481532190+00:00,E2
SME-0088,Step0,2024-01-06T00:00:00+00:00,E4
SME-0088,Step1,2024-01-06T05:00:48.346104743+00:00,E12
SME-0088,Step2,2024-01-06T13:15:04.448916610+00:00,E2
SME-0088,Step3,2024-01-06T22:08:02.003776942+00:00,E2
SME-0088,Step4,2024-01-07T01:27:32.855932757+00:00,E2
SME-0089,Step0,2024-11-11T00:00:00+00:00,E6
SME-0089,Step1,2024-11-11T10:26:34.038891945+00:00,E12
SME-0089,Step2,2024-11-11T13:34:33.189627527+00:00,E7
SME-0089,Step3,2024-11-11T22:08:34.604674532+00:00,E8
SME-0090,Step0,2024-10-04T00:00:00+00:00,E7
SME-0090,Step1,2024-10-04T07:16:29.080375414+00:00,E3
SME-0090,Step2,2024-10-04T15:27:29.987822798+00:00,E4
SME-0090,Step3,2024-10-04T21:37:28.501492901+00:00,E1
SME-0091,Step0,2024-01-14T00:00:00+00:00,E1
SME-0091,Step1,2024-01-14T04:40:38.773568709+00:00,E5
SME-0091,Step2,2024-01-14T15:14:18.844703486+00:00,E10
SME-0091,Step3,2024-01-14T21:03:35.724220145+00:00,E5
SME-0091,Step4,2024-01-15T04:23:27.102004142+00:00,E3
SME-0091,Step5,2024-01-15T10:03:41.962723553+00:00,E11
SME-0091,Step6,2024-01-15T20:07:17.071394289+00:00,E3
SME-0092,Step0,2024-07-02T00:00:00+00:00,E3
SME-0092,Step1,2024-07-02T02:22:47.080614664+00:00,E2
SME-0092,Step2,2024-07-02T07:49:01.385503467+00:00,E2
SME-0092,Step3,2024-07-02T17:50:25.574160160+00:00,E11
SME-0092,Step4,2024-07-02T21:19:48.362852813+00:00,E6
SME-0093,Step0,2024-01-01T00:00:00+00:00,E3
SME-0093,Step1,2024-01-01T01:10:10.361774398+00:00,E10
SME-0093,Step2,2024-01-01T04:16:24.525691684+00:00,E5
SME-0093,Step3,2024-01-01T13:42:24.288713941+00:00,E7
SME-0094,Step0,2024-06-23T00:00:00+00:00,E10
SME-0094,Step1,2024-06-23T01:30:10.219076653+00:00,E6
SME-0094,Step2,2024-06-23T11:24:27.197100621+00:00,E6
SME-0094,Step3,2024-06-23T20:41:12.038881468+00:00,E1
SME-0095,Step0,2024-09-26T00:00:00+00:00,E11
SME-0095,Step1,2024-09-26T08:19:31.913316733+00:00,E1
SME-0095,Step2,2024-09-26T12:55:07.500309546+00:00,E4
SME-0095,Step3,2024-09-26T23:20:27.739270927+00:00,E10
SME-0095,Step4,2024-09-27T07:17:39.699643897+00:00,E9
SME-0096,Step0,2024-11-25T00:00:00+00:00,E8
SME-0096,Step1,2024-11-25T03:18:27.282855443+00:00,E4
SME-0096,Step2,2024-11-25T09:46:25.901751843+00:00,E5
SME-0096,Step3,2024-11-25T12:50:02.217008880+00:00,E8
SME-0097,Step0,2024-11-19T00:00:00+00:00,E7
SME-0097,Step1,2024-11-19T05:57:54.914708120+00:00,E2
SME-0097,Step2,2024-11-19T15:46:52.071937206+00:00,E9
SME-0097,Step3,2024-11-20T01:11:12.796028847+00:00,E5
SME-0097,Step4,2024-11-20T04:51:41.490064392+00:00,E11
SME-0098,Step0,2024-01-09T00:00:00+00:00,E1
SME-0098,Step1,2024-01-09T10:27:29.962090849+00:00,E11
SME-0098,Step2,2024-01-09T17:19:46.545013060+00:00,E11
SME-0098,Step3,2024-01-10T02:10:20.930833704+00:00,E2
SME-0098,Step4,2024-01-10T10:58:31.970775995+00:00,E5
SME-0099,Step0,2024-09-06T00:00:00+00:00,E12
SME-0099,Step1,2024-09-06T06:41:09.562090853+00:00,E3
SME-0099,Step2,2024-09-06T17:27:53.196148419+00:00,E7
SME-0099,Step3,2024-09-07T03:43:33.064196911+00:00,E11
SME-0099,Step4,2024-09-07T10:16:46.690921734+00:00,E5
SME-0100,Step0,2024-02-01T00:00:00+00:00,E8
SME-0100,Step1,2024-02-01T10:23:11.070271281+00:00,E11
SME-0100,Step2,2024-02-01T13:21:37.509149211+00:00,E7
SME-0100,Step3,2024-02-01T20:46:04.598317924+00:00,E8
SME-0101,Step0,2024-03-25T00:00:00+00:00,E12
SME-0101,Step1,2024-03-25T11:08:16.073546950+00:00,E7
SME-0101,Step2,2024-03-25T20:32:43.136491129+00:00,E6
SME-0101,Step3,2024-03-26T05:56:46.664640511+00:00,E5
SME-0101,Step4,2024-03-26T08:51:28.697902119+00:00,E5
SME-0101,Step5,2024-03-26T14:06:22.388010265+00:00,E7
SME-0101,Step6,2024-03-27T01:44:30.781333162+00:00,E11
SME-0102,Step0,2024-09-19T00:00:00+00:00,E11
SME-0102,Step1,2024-09-19T05:43:06.026319997+00:00,E4
SME-0102,Step2,2024-09-19T10:37:13.262382253+00:00,E7
SME-0102,Step3,2024-09-19T16:38:30.647617549+00:00,E7
SME-0102,Step4,2024-09-19T17:57:10.772201831+00:00,E12
SME-0102,Step5,2024-09-19T22:41:27.293935759+00:00,E8
SME-0102,Step6,2024-09-20T04:59:55.783767025+00:00,E1
SME-0103,Step0,2024-10-27T00:00:00+00:00,E2
SME-0103,Step1,2024-10-27T09:50:38.076113936+00:00,E3
SME-0103,Step2,2024-10-27T15:06:32.312983042+00:00,E12
SME-0103,Step3,2024-10-28T01:03:55.572712474+00:00,E11
SME-0103,Step4,2024-10-28T09:49:57.458316087+00:00,E3
SME-0103,Step5,2024-10-28T16:49:57.540612908+00:00,E4
SME-0104,Step0,2024-06-09T00:00:00+00:00,E10
SME-0104,Step1,2024-06-09T04:13:55.409189763+00:00,E11
SME-0104,Step2,2024-06-09T12:43:05.688536639+00:00,E2
SME-0105,Step0,2024-09-14T00:00:00+00:00,E7
SME-0105,Step1,2024-09-14T02:09:53.200773248+00:00,E11
SME-0105,Step2,2024-09-14T12:34:25.106719627+00:00,E1
SME-0105,Step3,2024-09-14T19:49:32.609822773+00:00,E12
SME-0105,Step4,2024-09-15T02:21:51.320929816+00:00,E5
SME-0105,Step5,2024-09-15T04:12:38.410694442+00:00,E7
SME-0106,Step0,2024-09-16T00:00:00+00:00,E2
SME-0106,Step1,2024-09-16T05:25:24.827126368+00:00,E9
SME-0106,Step2,2024-09-16T13:48:43.899007053+00:00,E12
SME-0106,Step3,2024-09-16T18:53:35.607934600+00:00,E6
SME-0106,Step4,2024-09-17T06:29:58.385382775+00:00,E11
SME-0106,Step5,2024-09-17T13:14:56.390599328+00:00,E1
SME-0106,Step6,2024-09-17T20:05:35.666014805+00:00,E4
SME-0107,Step0,2024-12-21T00:00:00+00:00,E7
SME-0107,Step1,2024-12-21T08:03:39.499960369+00:00,E2
SME-0107,Step2,2024-12-21T18:07:16.203707027+00:00,E12
SME-0108,Step0,2024-04-27T00:00:00+00:00,E12
SME-0108,Step1,2024-04-27T03:28:36.458659208+00:00,E8
SME-0108,Step2,2024-04-27T12:57:58.640826819+00:00,E9
SME-0108,Step3,2024-04-27T21:47:49.417408812+00:00,E7
SME-0108,Step4,2024-04-28T06:00:21.322972722+00:00,E10
SME-0108,Step5,2024-04-28T17:17:37.977800244+00:00,E5
SME-0109,Step0,2024-09-06T00:00:00+00:00,E7
SME-0109,Step1,2024-09-06T10:24:25.276906579+00:00,E2
SME-0109,Step2,2024-09-06T12:34:56.195423633+00:00,E10
SME-0109,Step3,2024-09-06T22:16:25.256408977+00:00,E3
SME-0109,Step4,2024-09-07T02:17:47.633246010+00:00,E4
SME-0109,Step5,2024-09-07T10:48:44.967339924+00:00,E9
SME-0109,Step6,2024-09-07T20:36:16.057616493+00:00,E1
SME-0110,Step0,2024-08-22T00:00:00+00:00,E2
SME-0110,Step1,2024-08-22T07:11:21.401567821+00:00,E9
SME-0110,Step2,2024-08-22T17:36:50.728086538+00:00,E1
SME-0110,Step3,2024-08-22T22:49:50.176189832+00:00,E9
SME-0110,Step4,2024-08-23T01:38:38.779403880+00:00,E1
SME-0111,Step0,2024-05-18T00:00:00+00:00,E7
SME-0111,Step1,2024-05-18T05:47:42.355396266+00:00,E10
SME-0111,Step2,2024-05-18T13:24:53.426135469+00:00,E6
SME-0111,Step3,2024-05-18T17:37:07.350838514+00:00,E12
SME-0111,Step4,2024-05-18T21:33:41.022945763+00:00,E11
SME-0111,Step5,2024-05-19T01:29:30.427057601+00:00,E6
SME-0111,Step6,2024-05-19T03:13:12.416246509+00:00,E1
SME-0112,Step0,2024-01-16T00:00:00+00:00,E4
SME-0112,Step1,2024-01-16T11:05:01.903759968+00:00,E9
SME-0112,Step2,2024-01-16T13:43:11.765901804+00:00,E1
SME-0113,Step0,2024-02-04T00:00:00+00:00,E6
SME-0113,Step1,2024-02-04T07:11:42.878234479+00:00,E11
SME-0113,Step2,2024-02-04T08:58:10.310913638+00:00,E9
SME-0113,Step3,2024-02-04T14:34:04.259480166+00:00,E10
SME-0113,Step4,2024-02-04T19:53:05.985325462+00:00,E11
SME-0113,Step5,2024-02-04T22:07:49.492804380+00:00,E11
SME-0114,Step0,2024-01-04T00:00:00+00:00,E7
SME-0114,Step1,2024-01-04T07:44:39.737246986+00:00,E7
SME-0114,Step2,2024-01-04T14:17:26.249106790+00:00,E7
SME-0115,Step0,2024-08-17T00:00:00+00:00,E4
SME-0115,Step1,2024-08-17T07:10:07.959313017+00:00,E4
SME-0115,Step2,2024-08-17T13:01:16.352098325+00:00,E6
SME-0115,Step3,2024-08-17T14:28:10.540259746+00:00,E10
SME-0116,Step0,2024-03-09T00:00:00+00:00,E8
SME-0116,Step1,2024-03-09T07:29:52.303383432+00:00,E7
SME-0116,Step2,2024-03-09T15:46:52.555945778+00:00,E9
SME-0116,Step3,2024-03-09T17:59:19.865209041+00:00,E3
SME-0117,Step0,2024-07-07T00:00:00+00:00,E7
SME-0117,Step1,2024-07-07T03:40:48.990960164+00:00,E6
SME-0117,Step2,2024-07-07T09:26:48.199065250+00:00,E8
SME-0117,Step3,2024-07-07T19:44:48.261621612+00:00,E10
SME-0117,Step4,2024-07-08T07:06:29.069222187+00:00,E8
SME-0117,Step5,2024-07-08T09:20:18.620139675+00:00,E4
SME-0118,Step0,2024-10-07T00:00:00+00:00,E4
SME-0118,Step1,2024-10-07T04:51:04.157992526+00:00,E6
SME-0118,Step2,2024-10-07T16:06:30.345917653+00:00,E11
SME-0118,Step3,2024-10-08T01:54:37.971962635+00:00,E1
SME-0119,Step0,2024-06-11T00:00:00+00:00,E11
SME-0119,Step1,2024-06-11T02:23:16.418925390+00:00,E6
SME-0119,Step2,2024-06-11T12:21:59.788420497+00:00,E1
SME-0119,Step3,2024-06-11T14:51:28.179862408+00:00,E11
SME-0119,Step4,2024-06-11T21:33:59.116765316+00:00,E7
SME-0119,Step5,2024-06-12T06:44:45.310802398+00:00,E11
SME-0119,Step6,2024-06-12T10:06:57.585561735+00:00,E11
SME-0120,Step0,2024-04-08T00:00:00+00:00,E8
SME-0120,Step1,2024-04-08T05:01:28.455415567+00:00,E2
SME-0120,Step2,2024-04-08T11:10:32.485251447+00:00,E5
SME-0120,Step3,2024-04-08T15:52:51.859917697+00:00,E11
SME-0121,Step0,2024-05-04T00:00:00+00:00,E11
SME-0121,Step1,2024-05-04T04:26:03.125975702+00:00,E4
SME-0121,Step2,2024-05-04T13:45:19.747010797+00:00,E12
SME-0121,Step3,2024-05-04T23:12:06.163569039+00:00,E5
SME-0121,Step4,2024-05-05T00:23:43.043437540+00:00,E4
SME-0122,Step0,2024-02-17T00:00:00+00:00,E8
SME-0122,Step1,2024-02-17T06:19:07.611431552+00:00,E6
SME-0122,Step2,2024-02-17T08:29:46.574425323+00:00,E4
SME-0122,Step3,2024-02-17T10:33:07.957969480+00:00,E10
SME-0122,Step4,2024-02-17T13:06:35.410547275+00:00,E7
SME-0122,Step5,2024-02-17T16:47:34.257882482+00:00,E5
SME-0122,Step6,2024-02-17T18:27:59.904841704+00:00,E10
SME-0123,Step0,2024-08-07T00:00:00+00:00,E2
SME-0123,Step1,2024-08-07T05:22:08.439709784+00:00,E2
SME-0123,Step2,2024-08-07T15:53:21.252722224+00:00,E10
SME-0124,Step0,2024-09-28T00:00:00+00:00,E2
SME-0124,Step1,2024-09-28T06:26:25.374512900+00:00,E1
SME-0124,Step2,2024-09-28T11:22:32.200839974+00:00,E3
SME-0125,Step0,2024-10-30T00:00:00+00:00,E11
SME-0125,Step1,2024-10-30T09:18:14.053399253+00:00,E9
SME-0125,Step2,2024-10-30T17:52:56.069134185+00:00,E5
SME-0125,Step3,2024-10-31T03:22:11.206914919+00:00,E5
SME-0125,Step4,2024-10-31T08:45:16.009612116+00:00,E9
SME-0126,Step0,2024-02-13T00:00:00+00:00,E7
SME-0126,Step1,2024-02-13T11:52:23.250011232+00:00,E7
SME-0126,Step2,2024-02-13T20:35:33.014734845+00:00,E9
SME-0126,Step3,2024-02-13T21:44:21.870700770+00:00,E12
SME-0127,Step0,2024-02-09T00:00:00+00:00,E2
SME-0127,Step1,2024-02-09T11:33:45.811020038+00:00,E11
SME-0127,Step2,2024-02-09T14:01:42.960494646+00:00,E7
SME-0127,Step3,2024-02-10T00:11:20.297486562+00:00,E1
SME-0127,Step4,2024-02-10T11:59:13.945439367+00:00,E12
SME-0127,Step5,2024-02-10T21:18:31.709555523+00:00,E9
SME-0127,Step6,2024-02-11T04:14:25.742402302+00:00,E9
SME-0128,Step0,2024-09-24T00:00:00+00:00,E10
SME-0128,Step1,2024-09-24T02:10:23.466700798+00:00,E5
SME-0128,Step2,2024-09-24T07:14:33.991209223+00:00,E11
SME-0128,Step3,2024-09-24T14:54:25.966225341+00:00,E7
SME-0129,Step0,2024-01-07T00:00:00+00:00,E12
SME-0129,Step1,2024-01-07T01:54:15.680707203+00:00,E4
SME-0129,Step2,2024-01-07T09:54:16.244574822+00:00,E8
SME-0129,Step3,2024-01-07T14:03:32.876160934+00:00,E12
SME-0129,Step4,2024-01-07T20:47:37.574995086+00:00,E11
SME-0130,Step0,2024-11-26T00:00:00+00:00,E12
SME-0130,Step1,2024-11-26T04:45:46.171740910+00:00,E12
SME-0130,Step2,2024-11-26T14:49:44.588397735+00:00,E12
SME-0130,Step3,2024-11-27T00:30:59.383860993+00:00,E2
SME-0131,Step0,2024-06-26T00:00:00+00:00,E11
SME-0131,Step1,2024-06-26T04:33:09.704303644+00:00,E10
SME-0131,Step2,2024-06-26T07:14:21.959357690+00:00,E3
SME-0131,Step3,2024-06-26T11:06:05.680431948+00:00,E11
SME-0131,Step4,2024-06-26T20:19:53.652793529+00:00,E1
SME-0131,Step5,2024-06-26T21:53:06.969608072+00:00,E8
SME-0132,Step0,2024-04-08T00:00:00+00:00,E10
SME-0132,Step1,2024-04-08T10:47:23.824973625+00:00,E11
SME-0132,Step2,2024-04-08T15:28:19.155088969+00:00,E1
SME-0132,Step3,2024-04-09T02:45:55.282263211+00:00,E11
SME-0132,Step4,2024-04-09T04:26:34.584641147+00:00,E8
SME-0132,Step5,2024-04-09T07:53:14.397326316+00:00,E12
SME-0132,Step6,2024-04-09T16:36:43.397772433+00:00,E7
SME-0133,Step0,2024-10-25T00:00:00+00:00,E8
SME-0133,Step1,2024-10-25T06:16:50.861858835+00:00,E10
SME-0133,Step2,2024-10-25T08:43:29.653262306+00:00,E3
SME-0133,Step3,2024-10-25T13:50:25.078024643+00:00,E6
SME-0133,Step4,2024-10-25T22:29:17.647860250+00:00,E4
SME-0133,Step5,2024-10-26T05:18:51.998736125+00:00,E9
SME-0133,Step6,2024-10-26T13:28:44.279175970+00:00,E4
SME-0134,Step0,2024-10-13T00:00:00+00:00,E11
SME-0134,Step1,2024-10-13T07:00:19.500294678+00:00,E8
SME-0134,Step2,2024-10-13T17:39:35.519702143+00:00,E3
SME-0135,Step0,2024-08-28T00:00:00+00:00,E8
SME-0135,Step1,2024-08-28T04:38:23.711203315+00:00,E8
SME-0135,Step2,2024-08-28T09:27:41.401698644+00:00,E6
SME-0136,Step0,2024-12-16T00:00:00+00:00,E10
SME-0136,Step1,2024-12-16T08:04:10.854354578+00:00,E6
SME-0136,Step2,2024-12-16T12:02:07.354311992+00:00,E4
SME-0137,Step0,2024-09-14T00:00:00+00:00,E12
SME-0137,Step1,2024-09-14T04:33:41.828267929+00:00,E8
SME-0137,Step2,2024-09-14T12:25:00.302493323+00:00,E11
SME-0137,Step3,2024-09-14T14:12:19.389751102+00:00,E8
SME-0137,Step4,2024-09-14T19:01:29.530206336+00:00,E7
SME-0138,Step0,2024-07-24T00:00:00+00:00,E10
SME-0138,Step1,2024-07-24T03:09:40.230713769+00:00,E9
SME-0138,Step2,2024-07-24T07:07:50.744530082+00:00,E6
SME-0138,Step3,2024-07-24T14:31:41.344689696+00:00,E9
SME-0138,Step4,2024-07-24T20:11:40.861673653+00:00,E1
SME-0138,Step5,2024-07-25T03:02:26.777985090+00:00,E8
SME-0139,Step0,2024-10-12T00:00:00+00:00,E5
SME-0139,Step1,2024-10-12T11:48:45.495994922+00:00,E1
SME-0139,Step2,2024-10-12T13:05:33.953152079+00:00,E10
SME-0139,Step3,2024-10-12T16:27:39.948705118+00:00,E1
SME-0140,Step0,2024-02-19T00:00:00+00:00,E12
SME-0140,Step1,2024-02-19T01:08:44.635886947+00:00,E11
SME-0140,Step2,2024-02-19T12:23:34.771760119+00:00,E5
SME-0141,Step0,2024-04-27T00:00:00+00:00,E6
SME-0141,Step1,2024-04-27T03:52:05.377428446+00:00,E10
SME-0141,Step2,2024-04-27T10:16:54.338228013+00:00,E9
SME-0141,Step3,2024-04-27T18:58:00.726047229+00:00,E3
SME-0141,Step4,2024-04-28T05:04:12.565297168+00:00,E10
SME-0141,Step5,2024-04-28T13:18:09.668461098+00:00,E9
SME-0141,Step6,2024-04-28T18:17:52.238933578+00:00,E7
SME-0142,Step0,2024-03-10T00:00:00+00:00,E7
SME-0142,Step1,2024-03-10T01:04:46.435527763+00:00,E11
SME-0142,Step2,2024-03-10T08:51:51.751984774+00:00,E10
SME-0143,Step0,2024-08-05T00:00:00+00:00,E11
SME-0143,Step1,2024-08-05T06:53:45.281545380+00:00,E2
SME-0143,Step2,2024-08-05T15:17:46.599349763+00:00,E10
SME-0143,Step3,2024-08-05T18:33:40.630692227+00:00,E9
SME-0143,Step4,2024-08-06T05:45:14.644346194+00:00,E9
SME-0144,Step0,2024-04-29T00:00:00+00:00,E10
SME-0144,Step1,2024-04-29T08:11:43.987898278+00:00,E10
SME-0144,Step2,2024-04-29T14:16:30.698983618+00:00,E12
SME-0145,Step0,2024-07-25T00:00:00+00:00,E4
SME-0145,Step1,2024-07-25T01:53:28.848193153+00:00,E10
SME-0145,Step2,2024-07-25T04:27:00.203597362+00:00,E12
SME-0145,Step3,2024-07-25T13:57:49.499760870+00:00,E10
SME-0146,Step0,2024-03-13T00:00:00+00:00,E11
SME-0146,Step1,2024-03-13T04:49:27.246335570+00:00,E10
SME-0146,Step2,2024-03-13T14:46:06.921825819+00:00,E12
SME-0146,Step3,2024-03-13T17:17:45.217149792+00:00,E7
SME-0146,Step4,2024-03-13T23:20:25.190905254+00:00,E12
SME-0147,Step0,2024-04-27T00:00:00+00:00,E1
SME-0147,Step1,2024-04-27T05:06:09.919946314+00:00,E7
SME-0147,Step2,2024-04-27T09:46:43.290563990+00:00,E12
SME-0147,Step3,2024-04-27T18:04:05.064681815+00:00,E11
SME-0147,Step4,2024-04-27T22:21:51.862443286+00:00,E7
SME-0147,Step5,2024-04-28T04:30:29.299877755+00:00,E7
SME-0147,Step6,2024-04-28T08:07:17.707456748+00:00,E8
SME-0148,Step0,2024-10-15T00:00:00+00:00,E1
SME-0148,Step1,2024-10-15T01:54:59.443690547+00:00,E3
SME-0148,Step2,2024-10-15T04:17:26.271156010+00:00,E12
SME-0149,Step0,2024-11-04T00:00:00+00:00,E3
SME-0149,Step1,2024-11-04T01:21:43.319861685+00:00,E1
SME-0149,Step2,2024-11-04T05:03:31.041410071+00:00,E3
SME-0149,Step3,2024-11-04T06:30:27.814425228+00:00,E12
SME-0149,Step4,2024-11-04T13:34:32.799901892+00:00,E3
SME-0149,Step5,2024-11-04T18:51:11.320062877+00:00,E8
SME-0150,Step0,2024-09-24T00:00:00+00:00,E8
SME-0150,Step1,2024-09-24T06:39:21.660576466+00:00,E12
SME-0150,Step2,2024-09-24T10:14:06.914125561+00:00,E5
SME-0150,Step3,2024-09-24T15:30:38.682363729+00:00,E6
SME-0151,Step0,2024-02-03T00:00:00+00:00,E1
SME-0151,Step1,2024-02-03T09:53:21.081606275+00:00,E2
SME-0151,Step2,2024-02-03T17:02:23.655809619+00:00,E2
SME-0151,Step3,2024-02-03T18:39:01.205754304+00:00,E4
SME-0151,Step4,2024-02-03T19:57:19.634251315+00:00,E2
SME-0151,Step5,2024-02-03T23:14:07.068325287+00:00,E7
SME-0152,Step0,2024-06-12T00:00:00+00:00,E10
SME-0152,Step1,2024-06-12T09:35:07.146660673+00:00,E2
SME-0152,Step2,2024-06-12T18:20:56.328315751+00:00,E6
SME-0153,Step0,2024-05-14T00:00:00+00:00,E8
SME-0153,Step1,2024-05-14T02:32:32.730944008+00:00,E11
SME-0153,Step2,2024-05-14T14:12:05.416949104+00:00,E4
SME-0153,Step3,2024-05-15T00:49:03.255708614+00:00,E8
SME-0153,Step4,2024-05-15T07:03:59.277263677+00:00,E11
SME-0153,Step5,2024-05-15T16:14:20.632191293+00:00,E8
SME-0154,Step0,2024-06-13T00:00:00+00:00,E12
SME-0154,Step1,2024-06-13T09:56:27.341668561+00:00,E1
SME-0154,Step2,2024-06-13T18:16:24.294333521+00:00,E1
SME-0154,Step3,2024-06-14T05:10:46.482057345+00:00,E5
SME-0155,Step0,2024-04-01T00:00:00+00:00,E10
SME-0155,Step1,2024-04-01T06:17:14.838548315+00:00,E1
SME-0155,Step2,2024-04-01T15:11:45.290883424+00:00,E2
SME-0156,Step0,2024-12-04T00:00:00+00:00,E6
SME-0156,Step1,2024-12-04T05:28:10.089523689+00:00,E2
SME-0156,Step2,2024-12-04T12:57:12.313178549+00:00,E6
SME-0156,Step3,2024-12-04T23:53:06.406923458+00:00,E10
SME-0156,Step4,2024-12-05T07:23:50.534583891+00:00,E9
SME-0156,Step5,2024-12-05T12:58:11.397871440+00:00,E9
SME-0156,Step6,2024-12-05T22:27:17.191899335+00:00,E11
SME-0157,Step0,2024-12-30T00:00:00+00:00,E12
SME-0157,Step1,2024-12-30T10:50:21.839812133+00:00,E12
SME-0157,Step2,2024-12-30T21:26:23.079996186+00:00,E11
SME-0157,Step3,2024-12-31T02:54:32.595827478+00:00,E10
SME-0157,Step4,2024-12-31T09:29:53.224996024+00:00,E4
SME-0157,Step5,2024-12-31T13:25:09.502795751+00:00,E11
SME-0158,Step0,2024-09-25T00:00:00+00:00,E10
SME-0158,Step1,2024-09-25T10:34:25.614342236+00:00,E2
SME-0158,Step2,2024-09-25T22:05:34.931051191+00:00,E1
SME-0158,Step3,2024-09-26T08:52:46.700880128+00:00,E7
SME-0158,Step4,2024-09-26T11:53:26.291504621+00:00,E2
SME-0158,Step5,2024-09-26T22:04:18.394556734+00:00,E12
SME-0159,Step0,2024-11-10T00:00:00+00:00,E9
SME-0159,Step1,2024-11-10T07:27:20.926631209+00:00,E5
SME-0159,Step2,2024-11-10T10:11:33.057621915+00:00,E5
SME-0159,Step3,2024-11-10T19:08:12.969199263+00:00,E11
SME-0159,Step4,2024-11-10T23:52:19.414898976+00:00,E12
SME-0159,Step5,2024-11-11T08:42:30.093539989+00:00,E5
SME-0160,Step0,2024-05-08T00:00:00+00:00,E12
SME-0160,Step1,2024-05-08T04:31:10.456528631+00:00,E4
SME-0160,Step2,2024-05-08T13:13:46.417006149+00:00,E9
SME-0161,Step0,2024-07-14T00:00:00+00:00,E1
SME-0161,Step1,2024-07-14T11:39:06.866192870+00:00,E8
SME-0161,Step2,2024-07-14T21:00:36.798171700+00:00,E10
SME-0162,Step0,2024-11-08T00:00:00+00:00,E11
SME-0162,Step1,2024-11-08T03:08:08.310343619+00:00,E1
SME-0162,Step2,2024-11-08T10:27:53.773147033+00:00,E12
SME-0163,Step0,2024-08-29T00:00:00+00:00,E1
SME-0163,Step1,2024-08-29T05:46:43.287081181+00:00,E5
SME-0163,Step2,2024-08-29T14:16:02.884411033+00:00,E12
SME-0163,Step3,2024-08-29T16:57:40.299882484+00:00,E7
SME-0163,Step4,2024-08-29T18:32:38.534454648+00:00,E5
SME-0163,Step5,2024-08-30T06:30:20.087525570+00:00,E4
SME-0163,Step6,2024-08-30T14:58:08.097923310+00:00,E9
SME-0164,Step0,2024-07-30T00:00:00+00:00,E2
SME-0164,Step1,2024-07-30T01:10:01.537598878+00:00,E3
SME-0164,Step2,2024-07-30T13:03:13.243448827+00:00,E5
SME-0164,Step3,2024-07-30T15:03:40.640557872+00:00,E9
SME-0165,Step0,2024-03-01T00:00:00+00:00,E8
SME-0165,Step1,2024-03-01T05:00:42.597795548+00:00,E4
SME-0165,Step2,2024-03-01T10:43:13.867359625+00:00,E12
SME-0165,Step3,2024-03-01T20:34:07.679409231+00:00,E4
SME-0165,Step4,2024-03-01T23:37:53.325478171+00:00,E4
SME-0165,Step5,2024-03-02T07:53:05.487761679+00:00,E5
SME-0166,Step0,2024-01-09T00:00:00+00:00,E10
SME-0166,Step1,2024-01-09T10:30:17.547981435+00:00,E2
SME-0166,Step2,2024-01-09T16:40:58.628933264+00:00,E9
SME-0166,Step3,2024-01-09T23:46:28.181984942+00:00,E10
SME-0166,Step4,2024-01-10T01:23:04.490186244+00:00,E11
SME-0167,Step0,2024-02-20T00:00:00+00:00,E11
SME-0167,Step1,2024-02-20T02:04:48.002930184+00:00,E8
SME-0167,Step2,2024-02-20T09:52:57.875994784+00:00,E12
SME-0167,Step3,2024-02-20T19:48:22.925737938+00:00,E7
SME-0168,Step0,2024-07-31T00:00:00+00:00,E8
SME-0168,Step1,2024-07-31T08:58:44.411758293+00:00,E2
SME-0168,Step2,2024-07-31T17:32:38.339453408+00:00,E4
SME-0168,Step3,2024-08-01T02:57:33.402420953+00:00,E11
SME-0168,Step4,2024-08-01T08:13:26.518868504+00:00,E12
SME-0168,Step5,2024-08-01T16:26:37.496019233+00:00,E3
SME-0168,Step6,2024-08-01T17:34:28.155484388+00:00,E1
SME-0169,Step0,2024-01-20T00:00:00+00:00,E12
SME-0169,Step1,2024-01-20T01:46:21.981542960+00:00,E3
SME-0169,Step2,2024-01-20T06:17:06.122596860+00:00,E10
SME-0169,Step3,2024-01-20T17:10:43.605345457+00:00,E2
SME-0169,Step4,2024-01-21T01:17:18.514078814+00:00,E5
SME-0170,Step0,2024-05-27T00:00:00+00:00,E10
SME-0170,Step1,2024-05-27T08:49:58.893768036+00:00,E8
